Sr.no,Reserve,KillID,SampleID,SampleType,SampleCategory,Season,Species,AllSNPTyped,FilteredSNP,IndSuccess
292,Bandhavgarh,C02-BTR21-157,C02-BTR21-157-SH01,SHED HAIR,Predation,Monsoon,Tiger,3,3,No
293,Bandhavgarh,C02-BTR21-157,C02-BTR21-157-SH02,SHED HAIR,Post predation,Monsoon,Tiger,60,55,Yes
294,Bandhavgarh,C02-BTR21-157,C02-BTR21-157-SL01,SALIVA,Post predation,Monsoon,Tiger,0,0,No
295,Bandhavgarh,C02-BTR21-162,C02-BTR21-162-SH01,SHED HAIR,Post predation,Monsoon,Tiger,4,4,No
296,Bandhavgarh,C02-BTR21-164,C02-BTR21-164-SH01,SHED HAIR,Post predation,Monsoon,Tiger,7,7,No
297,Bandhavgarh,C02-BTR21-170,C02-BTR21-170-SH01,SHED HAIR,Post predation,Monsoon,Tiger,26,25,No
298,Bandhavgarh,C02-BTR21-172,C02-BTR21-172-SH01,SHED HAIR,Post predation,Monsoon,Tiger,90,84,Yes
299,Bandhavgarh,C02-BTR21-175,C02-BTR21-175-SH01,SHED HAIR,Post predation,Monsoon,Tiger,85,80,Yes
300,Bandhavgarh,C02-BTR21-175,C02-BTR21-175-SH02,SHED HAIR,Post predation,Monsoon,Tiger,46,43,Yes
301,Bandhavgarh,C02-BTR21-179,C02-BTR21-179-SH01,SHED HAIR,Predation,Monsoon,Tiger,0,0,No
302,Bandhavgarh,C02-BTR21-180,C02-BTR21-180-SH01,SHED HAIR,Predation,Monsoon,Tiger,53,50,Yes
303,Bandhavgarh,C02-BTR21-180,C02-BTR21-180-SH02,SHED HAIR,Post predation,Monsoon,Tiger,6,6,No
304,Bandhavgarh,C02-BTR21-180,C02-BTR21-180-SH03,SHED HAIR,Post predation,Monsoon,Tiger,0,0,No
305,Bandhavgarh,C02-BTR21-184,C02-BTR21-184-SH01,SHED HAIR,Post predation,Monsoon,Tiger,6,6,No
306,Bandhavgarh,C02-BTR21-184,C02-BTR21-184-SH02,SHED HAIR,Post predation,Monsoon,Tiger,3,3,No
307,Bandhavgarh,C02-BTR21-184,C02-BTR21-184-SH03,SHED HAIR,Post predation,Monsoon,Tiger,5,5,No
308,Bandhavgarh,C02-BTR21-191,C02-BTR21-191-SH01,SHED HAIR,Predation,Monsoon,Tiger,80,71,Yes
309,Bandhavgarh,C02-BTR21-200,C02-BTR21-200-SH01,SHED HAIR,Post predation,Monsoon,Tiger,7,7,No
310,Bandhavgarh,C02-BTR21-200,C02-BTR21-200-SH02,SHED HAIR,Post predation,Monsoon,Tiger,22,21,No
311,Bandhavgarh,C02-BTR21-200,C02-BTR21-200-SH03,SHED HAIR,Post predation,Monsoon,Tiger,69,64,Yes
312,Bandhavgarh,C02-BTR21-200,C02-BTR21-200-SL01,SALIVA,Predation,Monsoon,Tiger,17,17,No
313,Bandhavgarh,C02-BTR21-200,C02-BTR21-200-SL02,SALIVA,Post predation,Monsoon,Tiger,5,5,No
314,Bandhavgarh,C02-BTR21-200,C02-BTR21-200-SL03,SALIVA,Post predation,Monsoon,Tiger,8,8,No
315,Bandhavgarh,C02-BTR21-203,C02-BTR21-203-SH01,SHED HAIR,Post predation,Monsoon,Tiger,60,56,Yes
316,Bandhavgarh,C02-BTR21-203,C02-BTR21-203-SL01,SALIVA,Predation,Monsoon,Tiger,2,2,No
317,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SH01,SHED HAIR,Predation,Monsoon,Tiger,4,4,No
318,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SH02,SHED HAIR,Post predation,Monsoon,Tiger,49,46,Yes
319,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SH03,SHED HAIR,Post predation,Monsoon,Tiger,60,56,Yes
320,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SH04,SHED HAIR,Post predation,Monsoon,Tiger,7,7,No
321,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SL01,SALIVA,Predation,Monsoon,Tiger,2,2,No
322,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SL02,SALIVA,Post predation,Monsoon,Tiger,33,32,No
323,Bandhavgarh,C02-BTR21-209,C02-BTR21-209-SL03,SALIVA,Post predation,Monsoon,Tiger,9,9,No
324,Bandhavgarh,C02-BTR21-211,C02-BTR21-211-SH01,SHED HAIR,Predation,Monsoon,Tiger,0,0,No
325,Bandhavgarh,C02-BTR21-211,C02-BTR21-211-SH02,SHED HAIR,Post predation,Monsoon,Tiger,58,54,Yes
326,Bandhavgarh,C02-BTR21-211,C02-BTR21-211-SH03,SHED HAIR,Post predation,Monsoon,Tiger,97,87,Yes
327,Bandhavgarh,C02-BTR21-218,C02-BTR21-218-SH01,SHED HAIR,Predation,Monsoon,Tiger,65,62,Yes
328,Bandhavgarh,C02-BTR21-218,C02-BTR21-218-SH02,SHED HAIR,Post predation,Monsoon,Tiger,67,65,Yes
329,Bandhavgarh,C02-BTR21-218,C02-BTR21-218-SH03,SHED HAIR,Post predation,Monsoon,Tiger,51,49,Yes
330,Bandhavgarh,C02-BTR21-224,C02-BTR21-224-SH01,SHED HAIR,Predation,Monsoon,Tiger,47,43,Yes
331,Bandhavgarh,C02-BTR21-224,C02-BTR21-224-SH02,SHED HAIR,Post predation,Monsoon,Tiger,3,3,No
332,Bandhavgarh,C02-BTR21-224,C02-BTR21-224-SH03,SHED HAIR,Post predation,Monsoon,Tiger,3,3,No
333,Bandhavgarh,C02-BTR21-227,C02-BTR21-227-SH01,SHED HAIR,Predation,Monsoon,Tiger,2,2,No
334,Bandhavgarh,C02-BTR21-227,C02-BTR21-227-SH02,SHED HAIR,Post predation,Monsoon,Tiger,5,5,No
335,Bandhavgarh,C02-BTR21-227,C02-BTR21-227-SL01,SALIVA,Post predation,Monsoon,Tiger,4,4,No
336,Bandhavgarh,C02-BTR21-228,C02-BTR21-228-SC01,SCAT,Post predation,Monsoon,Tiger,0,0,No
337,Bandhavgarh,C02-BTR21-228,C02-BTR21-228-SC02,SCAT,Post predation,Monsoon,Tiger,62,59,Yes
338,Bandhavgarh,C02-BTR21-228,C02-BTR21-228-SH01,SHED HAIR,Predation,Monsoon,Tiger,20,18,No
339,Bandhavgarh,C02-BTR21-228,C02-BTR21-228-SH02,SHED HAIR,Post predation,Monsoon,Tiger,59,55,Yes
340,Bandhavgarh,C02-BTR21-228,C02-BTR21-228-SH03,SHED HAIR,Post predation,Monsoon,Tiger,0,0,No
341,Bandhavgarh,C02-BTR21-228,C02-BTR21-228-SL01,SALIVA,Post predation,Monsoon,Tiger,8,8,No
342,Bandhavgarh,C02-BTR21-234,C02-BTR21-234-SH01,SHED HAIR,Predation,Monsoon,Tiger,78,71,Yes
343,Bandhavgarh,C02-BTR21-234,C02-BTR21-234-SH02,SHED HAIR,Post predation,Monsoon,Tiger,71,64,Yes
344,Bandhavgarh,C02-BTR21-234,C02-BTR21-234-SH03,SHED HAIR,Post predation,Monsoon,Tiger,73,68,Yes
345,Bandhavgarh,C02-BTR21-236,C02-BTR21-236-SH01,SHED HAIR,Predation,Monsoon,Tiger,0,0,No
346,Bandhavgarh,C02-BTR21-236,C02-BTR21-236-SH02,SHED HAIR,Post predation,Monsoon,Tiger,0,0,No
347,Bandhavgarh,C02-BTR21-236,C02-BTR21-236-SH03,SHED HAIR,Post predation,Monsoon,Tiger,0,0,No
348,Bandhavgarh,C02-BTR21-237,C02-BTR21-237-SH01,SHED HAIR,Post predation,Monsoon,Tiger,64,60,Yes
349,Bandhavgarh,C02-BTR21-237,C02-BTR21-237-SH02,SHED HAIR,Post predation,Monsoon,Tiger,59,55,Yes
350,Bandhavgarh,C02-BTR21-237,C02-BTR21-237-SH03,SHED HAIR,Post predation,Monsoon,Tiger,66,61,Yes
351,Bandhavgarh,C02-BTR21-237,C02-BTR21-237-SL01,SALIVA,Predation,Monsoon,Tiger,3,3,No
352,Bandhavgarh,C02-BTR21-237,C02-BTR21-237-SL02,SALIVA,Post predation,Monsoon,Tiger,5,5,No
353,Bandhavgarh,C02-BTR21-242,C02-BTR21-242-SH01,SHED HAIR,Predation,Winter,Tiger,49,47,Yes
354,Bandhavgarh,C02-BTR21-242,C02-BTR21-242-SH02,SHED HAIR,Predation,Winter,Tiger,44,43,Yes
355,Bandhavgarh,C02-BTR21-242,C02-BTR21-242-SL01,SALIVA,Predation,Winter,Tiger,6,6,No
356,Bandhavgarh,C02-BTR21-242,C02-BTR21-242-SL02,SALIVA,Predation,Winter,Tiger,1,1,No
357,Bandhavgarh,C02-BTR21-242,C02-BTR21-242-SL03,SALIVA,Post predation,Winter,Tiger,5,5,No
358,Bandhavgarh,C02-BTR21-242,C02-BTR21-242-SL04,SALIVA,Post predation,Winter,Tiger,5,5,No
359,Bandhavgarh,C02-BTR21-243,C02-BTR21-243-SH01,SHED HAIR,Post predation,Winter,Tiger,62,59,Yes
360,Bandhavgarh,C02-BTR21-243,C02-BTR21-243-SH02,SHED HAIR,Post predation,Winter,Tiger,84,76,Yes
361,Bandhavgarh,C02-BTR21-243,C02-BTR21-243-SL01,SALIVA,Predation,Winter,Tiger,6,6,No
362,Bandhavgarh,C02-BTR21-243,C02-BTR21-243-SL02,SALIVA,Post predation,Winter,Tiger,6,6,No
363,Bandhavgarh,C02-BTR21-243,C02-BTR21-243-SL03,SALIVA,Post predation,Winter,Tiger,96,85,Yes
364,Bandhavgarh,C02-BTR21-249,C02-BTR21-249-SH01,SHED HAIR,Post predation,Winter,Tiger,49,47,Yes
365,Bandhavgarh,C02-BTR21-249,C02-BTR21-249-SL01,SALIVA,Predation,Winter,Tiger,3,3,No
366,Bandhavgarh,C02-BTR21-249,C02-BTR21-249-SL02,SALIVA,Predation,Winter,Tiger,5,5,No
367,Bandhavgarh,C02-BTR21-249,C02-BTR21-249-SL03,SALIVA,Post predation,Winter,Tiger,4,4,No
368,Bandhavgarh,C02-BTR21-252,C02-BTR21-252-SH01,SHED HAIR,Post predation,Winter,Tiger,55,52,Yes
369,Bandhavgarh,C02-BTR21-252,C02-BTR21-252-SH02,SHED HAIR,Post predation,Winter,Tiger,2,2,No
370,Bandhavgarh,C02-BTR21-252,C02-BTR21-252-SH03,SHED HAIR,Post predation,Winter,Tiger,49,46,Yes
371,Bandhavgarh,C02-BTR21-252,C02-BTR21-252-SL01,SALIVA,Predation,Winter,Tiger,29,28,No
372,Bandhavgarh,C02-BTR21-252,C02-BTR21-252-SL02,SALIVA,Post predation,Winter,Tiger,25,25,No
373,Bandhavgarh,C02-BTR21-252,C02-BTR21-252-SL03,SALIVA,Post predation,Winter,Tiger,8,8,No
374,Bandhavgarh,C02-BTR21-255,C02-BTR21-255-SH01,SHED HAIR,Predation,Winter,Tiger,46,44,Yes
375,Bandhavgarh,C02-BTR21-255,C02-BTR21-255-SH02,SHED HAIR,Post predation,Winter,Tiger,88,80,Yes
376,Bandhavgarh,C02-BTR21-255,C02-BTR21-255-SH03,SHED HAIR,Post predation,Winter,Tiger,91,83,Yes
377,Bandhavgarh,C02-BTR21-255,C02-BTR21-255-SL01,SALIVA,Post predation,Winter,Tiger,3,3,No
378,Bandhavgarh,C02-BTR21-255,C02-BTR21-255-SL02,SALIVA,Post predation,Winter,Tiger,26,25,No
379,Bandhavgarh,C02-BTR21-257,C02-BTR21-257-SH01,SHED HAIR,Predation,Winter,Tiger,106,92,Yes
380,Bandhavgarh,C02-BTR21-257,C02-BTR21-257-SH02,SHED HAIR,Post predation,Winter,Tiger,60,55,Yes
381,Bandhavgarh,C02-BTR21-257,C02-BTR21-257-SH03,SHED HAIR,Post predation,Winter,Tiger,97,88,Yes
382,Bandhavgarh,C02-BTR21-258,C02-BTR21-258-SH01,SHED HAIR,Predation,Winter,Tiger,96,86,Yes
383,Bandhavgarh,C02-BTR21-258,C02-BTR21-258-SL01,SALIVA,Predation,Winter,Tiger,5,5,No
384,Bandhavgarh,C02-BTR21-258,C02-BTR21-258-SL02,SALIVA,Post predation,Winter,Tiger,4,4,No
385,Bandhavgarh,C02-BTR21-258,C02-BTR21-258-SL03,SALIVA,Post predation,Winter,Tiger,0,0,No
386,Bandhavgarh,C02-BTR21-260,C02-BTR21-260-SH01,SHED HAIR,Predation,Winter,Tiger,98,89,Yes
387,Bandhavgarh,C02-BTR21-260,C02-BTR21-260-SH02,SHED HAIR,Post predation,Winter,Tiger,105,92,Yes
388,Bandhavgarh,C02-BTR21-260,C02-BTR21-260-SH03,SHED HAIR,Post predation,Winter,Tiger,73,68,Yes
389,Bandhavgarh,C02-BTR21-260,C02-BTR21-260-SH04,SHED HAIR,Post predation,Winter,Tiger,40,39,Yes
390,Bandhavgarh,C02-BTR21-260,C02-BTR21-260-SL01,SALIVA,Post predation,Winter,Tiger,3,3,No
391,Bandhavgarh,C02-BTR21-260,C02-BTR21-260-SL02,SALIVA,Post predation,Winter,Tiger,4,4,No
392,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SH01,SHED HAIR,Predation,Winter,Tiger,96,88,Yes
393,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SH02,SHED HAIR,Post predation,Winter,Tiger,104,92,Yes
394,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SH03,SHED HAIR,Post predation,Winter,Tiger,18,17,No
395,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SL01,SALIVA,Predation,Winter,Tiger,53,52,Yes
396,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SL02,SALIVA,Post predation,Winter,Tiger,5,5,No
397,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SL03,SALIVA,Post predation,Winter,Tiger,31,30,No
398,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SL04,SALIVA,Post predation,Winter,Tiger,52,50,Yes
399,Bandhavgarh,C02-BTR21-263,C02-BTR21-263-SL05,SALIVA,Post predation,Winter,Tiger,50,49,Yes
400,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SH01,SHED HAIR,Predation,Winter,Tiger,105,93,Yes
401,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SH02,SHED HAIR,Post predation,Winter,Tiger,109,92,Yes
402,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SH03,SHED HAIR,Post predation,Winter,Tiger,103,92,Yes
403,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SH04,SHED HAIR,Post predation,Winter,Tiger,89,81,Yes
404,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SL01,SALIVA,Post predation,Winter,Tiger,54,53,Yes
405,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SL02,SALIVA,Post predation,Winter,Tiger,38,37,No
406,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SL03,SALIVA,Post predation,Winter,Tiger,93,84,Yes
407,Bandhavgarh,C02-BTR21-265,C02-BTR21-265-SL04,SALIVA,Post predation,Winter,Tiger,40,39,No
408,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SH01,SHED HAIR,Predation,Winter,Tiger,72,67,Yes
409,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SH02,SHED HAIR,Post predation,Winter,Tiger,73,69,Yes
410,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SH03,SHED HAIR,Post predation,Winter,Tiger,39,38,No
411,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SL01,SALIVA,Post predation,Winter,Tiger,47,46,Yes
412,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SL02,SALIVA,Post predation,Winter,Tiger,59,57,Yes
413,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SL03,SALIVA,Post predation,Winter,Tiger,72,70,Yes
414,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SL04,SALIVA,Post predation,Winter,Tiger,44,43,Yes
415,Bandhavgarh,C02-BTR21-271,C02-BTR21-271-SL05,SALIVA,Post predation,Winter,Tiger,67,63,Yes
416,Bandhavgarh,C02-BTR21-272,C02-BTR21-272-SH01,SHED HAIR,Post predation,Winter,Tiger,94,87,Yes
417,Bandhavgarh,C02-BTR21-272,C02-BTR21-272-SH02,SHED HAIR,Post predation,Winter,Tiger,94,86,Yes
418,Bandhavgarh,C02-BTR21-272,C02-BTR21-272-SH03,SHED HAIR,Post predation,Winter,Tiger,101,92,Yes
419,Bandhavgarh,C02-BTR21-272,C02-BTR21-272-SL01,SALIVA,Predation,Winter,Tiger,4,4,No
420,Bandhavgarh,C02-BTR21-272,C02-BTR21-272-SL02,SALIVA,Post predation,Winter,Tiger,90,82,Yes
421,Bandhavgarh,C02-BTR21-272,C02-BTR21-272-SL03,SALIVA,Post predation,Winter,Tiger,70,66,Yes
422,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SH01,SHED HAIR,Predation,Winter,Tiger,112,93,Yes
423,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SH02,SHED HAIR,Post predation,Winter,Tiger,103,91,Yes
424,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SH03,SHED HAIR,Post predation,Winter,Tiger,83,76,Yes
425,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SH04,SHED HAIR,Post predation,Winter,Tiger,80,74,Yes
426,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SL01,SALIVA,Post predation,Winter,Tiger,75,70,Yes
427,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SL02,SALIVA,Post predation,Winter,Tiger,69,66,Yes
428,Bandhavgarh,C02-BTR21-277,C02-BTR21-277-SL03,SALIVA,Post predation,Winter,Tiger,45,44,Yes
429,Bandhavgarh,C02-BTR21-278,C02-BTR21-278-SH01,SHED HAIR,Predation,Winter,Tiger,69,64,Yes
430,Bandhavgarh,C02-BTR21-278,C02-BTR21-278-SL01,SALIVA,Predation,Winter,Tiger,0,0,No
431,Bandhavgarh,C02-BTR21-278,C02-BTR21-278-SL02,SALIVA,Post predation,Winter,Tiger,0,0,No
432,Bandhavgarh,C02-BTR21-283,C02-BTR21-283-SH01,SHED HAIR,Predation,Winter,Tiger,106,93,Yes
433,Bandhavgarh,C02-BTR21-283,C02-BTR21-283-SH02,SHED HAIR,Post predation,Winter,Tiger,99,89,Yes
434,Bandhavgarh,C02-BTR21-283,C02-BTR21-283-SH03,SHED HAIR,Post predation,Winter,Tiger,109,93,Yes
435,Bandhavgarh,C02-BTR21-283,C02-BTR21-283-SH04,SHED HAIR,Post predation,Winter,Tiger,109,93,Yes
436,Bandhavgarh,C02-BTR21-283,C02-BTR21-283-SL01,SALIVA,Post predation,Winter,Tiger,57,55,Yes
437,Bandhavgarh,C02-BTR21-283,C02-BTR21-283-SL02,SALIVA,Post predation,Winter,Tiger,67,64,Yes
438,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SC01-A-B,SCAT,Post predation,Winter,Tiger,1,1,No
439,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH01-A-B,SHED HAIR,Post predation,Winter,Tiger,102,91,Yes
440,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH02,SHED HAIR,Post predation,Winter,Tiger,100,91,Yes
441,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH03,SHED HAIR,Post predation,Winter,Tiger,68,63,Yes
442,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH04,SHED HAIR,Post predation,Winter,Tiger,81,76,Yes
443,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH05,SHED HAIR,Post predation,Winter,Tiger,97,89,Yes
444,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH06,SHED HAIR,Post predation,Winter,Tiger,98,89,Yes
445,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SH07,SHED HAIR,Post predation,Winter,Tiger,1,1,No
446,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SL01,SALIVA,Post predation,Winter,Tiger,52,50,Yes
447,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SL02,SALIVA,Post predation,Winter,Tiger,85,80,Yes
448,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SL03,SALIVA,Post predation,Winter,Tiger,90,82,Yes
449,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SL04,SALIVA,Predation,Winter,Tiger,3,3,No
450,Bandhavgarh,C02-BTR21-290,C02-BTR21-290-SL05,SALIVA,Post predation,Winter,Tiger,90,83,Yes
451,Bandhavgarh,C02-BTR21-299,C02-BTR21-299-SC01-A-B,SCAT,Post predation,Winter,Tiger,64,61,Yes
452,Bandhavgarh,C02-BTR21-299,C02-BTR21-299-SH01,SHED HAIR,Predation,Winter,Tiger,78,73,Yes
453,Bandhavgarh,C02-BTR21-299,C02-BTR21-299-SL01,SALIVA,Post predation,Winter,Tiger,4,4,No
454,Bandhavgarh,C02-BTR21-300,C02-BTR21-300-SH01,SHED HAIR,Predation,Winter,Tiger,72,67,Yes
455,Bandhavgarh,C02-BTR21-300,C02-BTR21-300-SH02,SHED HAIR,Post predation,Winter,Tiger,79,71,Yes
456,Bandhavgarh,C02-BTR21-300,C02-BTR21-300-SH03,SHED HAIR,Post predation,Winter,Tiger,67,62,Yes
457,Bandhavgarh,C02-BTR21-300,C02-BTR21-300-SL01,SALIVA,Post predation,Winter,Tiger,31,29,No
458,Bandhavgarh,C02-BTR21-300,C02-BTR21-300-SL02,SALIVA,Post predation,Winter,Tiger,38,35,No
459,Bandhavgarh,C02-BTR21-303,C02-BTR21-303-SH01,SHED HAIR,Predation,Winter,Tiger,86,79,Yes
460,Bandhavgarh,C02-BTR21-303,C02-BTR21-303-SH02,SHED HAIR,Post predation,Winter,Tiger,90,79,Yes
461,Bandhavgarh,C02-BTR21-303,C02-BTR21-303-SH03,SHED HAIR,Post predation,Winter,Tiger,11,11,No
462,Bandhavgarh,C02-BTR21-304,C02-BTR21-304-SH01,SHED HAIR,Predation,Winter,Tiger,83,77,Yes
463,Bandhavgarh,C02-BTR21-304,C02-BTR21-304-SH02,SHED HAIR,Post predation,Winter,Tiger,65,61,Yes
464,Bandhavgarh,C02-BTR21-304,C02-BTR21-304-SH03,SHED HAIR,Post predation,Winter,Tiger,101,91,Yes
465,Bandhavgarh,C02-BTR21-304,C02-BTR21-304-SH04,SHED HAIR,Post predation,Winter,Tiger,96,87,Yes
466,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SC01-A-B,SCAT,Post predation,Winter,Tiger,2,2,No
467,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH01,SHED HAIR,Post predation,Winter,Tiger,38,36,No
468,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH010,SHED HAIR,Post predation,Winter,Tiger,4,4,No
469,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH02,SHED HAIR,Post predation,Winter,Tiger,97,87,Yes
470,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH03,SHED HAIR,Post predation,Winter,Tiger,73,67,Yes
471,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH04,SHED HAIR,Post predation,Winter,Tiger,101,92,Yes
472,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH06-A-B,SHED HAIR,Post predation,Winter,Tiger,7,6,No
473,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH07-A-B,SHED HAIR,Post predation,Winter,Tiger,45,43,Yes
474,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH08,SHED HAIR,Post predation,Winter,Tiger,6,6,No
475,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SH09,SHED HAIR,Post predation,Winter,Tiger,38,37,Yes
476,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SL01,SALIVA,Post predation,Winter,Tiger,98,85,No
477,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SL02,SALIVA,Post predation,Winter,Tiger,59,57,Yes
478,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SL03,SALIVA,Post predation,Winter,Tiger,71,67,Yes
479,Bandhavgarh,C02-BTR21-308,C02-BTR21-308-SL04,SALIVA,Predation,Winter,Tiger,0,0,No
480,Bandhavgarh,C02-BTR21-309,C02-BTR21-309-SH01,SHED HAIR,Post predation,Winter,Tiger,89,81,Yes
481,Bandhavgarh,C02-BTR21-309,C02-BTR21-309-SH02,SHED HAIR,Post predation,Winter,Tiger,94,83,Yes
482,Bandhavgarh,C02-BTR21-309,C02-BTR21-309-SL01,SALIVA,Post predation,Winter,Tiger,83,77,Yes
483,Bandhavgarh,C02-BTR21-309,C02-BTR21-309-SL02,SALIVA,Post predation,Winter,Tiger,79,74,Yes
484,Bandhavgarh,C02-BTR21-309,C02-BTR21-309-SL03,SALIVA,Predation,Winter,Tiger,76,70,Yes
485,Bandhavgarh,C02-BTR21-315,C02-BTR21-315-SC01-A-B,SCAT,Post predation,Winter,Tiger,62,58,Yes
486,Bandhavgarh,C02-BTR21-315,C02-BTR21-315-SH01,SHED HAIR,Predation,Winter,Tiger,82,76,Yes
487,Bandhavgarh,C02-BTR21-315,C02-BTR21-315-SH02,SHED HAIR,Predation,Winter,Tiger,93,82,Yes
488,Bandhavgarh,C02-BTR21-315,C02-BTR21-315-SH03,SHED HAIR,Post predation,Winter,Tiger,86,78,Yes
489,Bandhavgarh,C02-BTR21-315,C02-BTR21-315-SL01,SALIVA,Post predation,Winter,Tiger,107,93,Yes
490,Bandhavgarh,C02-BTR21-315,C02-BTR21-315-SL02,SALIVA,Post predation,Winter,Tiger,74,70,Yes
491,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SH01,SHED HAIR,Predation,Winter,Tiger,85,78,Yes
492,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SH02,SHED HAIR,Post predation,Winter,Tiger,33,31,No
493,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SH03,SHED HAIR,Post predation,Winter,Tiger,102,90,Yes
494,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SH07-A-B,SHED HAIR,Post predation,Winter,Tiger,70,63,Yes
495,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SL01,SALIVA,Predation,Winter,Tiger,44,42,Yes
496,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SL02,SALIVA,Post predation,Winter,Tiger,10,9,No
497,Bandhavgarh,C02-BTR21-317,C02-BTR21-317-SL03,SALIVA,Post predation,Winter,Tiger,72,67,Yes
498,Bandhavgarh,C02-BTR21-318,C02-BTR21-318-SH01,SHED HAIR,Post predation,Winter,Tiger,103,89,Yes
499,Bandhavgarh,C02-BTR21-318,C02-BTR21-318-SH02,SHED HAIR,Post predation,Winter,Tiger,100,91,Yes
500,Bandhavgarh,C02-BTR21-318,C02-BTR21-318-SH03,SHED HAIR,Post predation,Winter,Tiger,88,80,Yes
501,Bandhavgarh,C02-BTR21-318,C02-BTR21-318-SL01,SALIVA,Predation,Winter,Tiger,7,7,No
502,Bandhavgarh,C02-BTR21-318,C02-BTR21-318-SL02,SALIVA,Post predation,Winter,Tiger,45,44,Yes
503,Bandhavgarh,C02-BTR21-318,C02-BTR21-318-SL03,SALIVA,Post predation,Winter,Tiger,54,52,Yes
504,Bandhavgarh,C02-BTR21-322,C02-BTR21-322-SH01,SHED HAIR,Predation,Winter,Tiger,40,38,No
505,Bandhavgarh,C02-BTR21-322,C02-BTR21-322-SH02,SHED HAIR,Post predation,Winter,Tiger,56,52,Yes
506,Bandhavgarh,C02-BTR21-322,C02-BTR21-322-SH03,SHED HAIR,Post predation,Winter,Tiger,44,42,Yes
507,Bandhavgarh,C02-BTR21-322,C02-BTR21-322-SH04,SHED HAIR,Post predation,Winter,Tiger,52,48,Yes
508,Bandhavgarh,C02-BTR21-322,C02-BTR21-322-SL01,SALIVA,Post predation,Winter,Tiger,9,9,No
509,Bandhavgarh,C02-BTR21-322,C02-BTR21-322-SL02,SALIVA,Post predation,Winter,Tiger,16,16,No
